Begin_days  End_days  cityNamech factor corr
2013-05-29 2013-05-31 承德 NO2: 0.726925233893348
2013-05-29 2013-05-31 承德 O3: -0.37644157386563976
2013-05-29 2013-05-31 承德 PM10: 0.5848624912921255
2013-05-29 2013-05-31 唐山 CO: 0.6321821851986212
2013-05-29 2013-05-31 唐山 SO2: 0.488627722709489
2013-05-29 2013-05-31 唐山 NO2: 0.5445053016918825
2013-05-29 2013-05-31 唐山 O3: -0.10494591920632612
2013-05-29 2013-05-31 唐山 PM10: 0.7994222681429339
2013-05-29 2013-05-31 廊坊 CO: 0.9140407991846441
2013-05-29 2013-05-31 廊坊 SO2: 0.8612757653567942
2013-05-29 2013-05-31 廊坊 NO2: 0.7601388761000724
2013-05-29 2013-05-31 廊坊 O3: -0.3138932809462125
2013-05-29 2013-05-31 廊坊 PM10: 0.9164356801559613
2013-05-29 2013-05-31 沧州 CO: 0.9121960429850133
2013-05-29 2013-05-31 沧州 SO2: 0.010955089146393494
2013-05-29 2013-05-31 沧州 NO2: 0.49328441890344316
2013-05-29 2013-05-31 沧州 O3: -0.7052164662747014
2013-05-29 2013-05-31 沧州 PM10: -0.3346544992355046
2013-05-29 2013-05-31 衡水 CO: 0.8384544450991774
2013-05-29 2013-05-31 衡水 SO2: 0.5925844335398456
2013-05-29 2013-05-31 衡水 NO2: 0.6138222621028911
2013-05-29 2013-05-31 衡水 O3: -0.5421376155407105
2013-05-29 2013-05-31 衡水 PM10: 0.46988335857567504
2013-05-29 2013-05-31 邢台 CO: 0.8862930676171084
2013-05-29 2013-05-31 邢台 SO2: 0.5450650203506244
2013-05-29 2013-05-31 邢台 NO2: 0.6361244454925585
2013-05-29 2013-05-31 邢台 O3: -0.6217269300469059
2013-05-29 2013-05-31 邢台 PM10: 0.5907000537894804
2013-05-29 2013-05-31 秦皇岛 CO: 0.5864558602948051
2013-05-29 2013-05-31 秦皇岛 SO2: 0.7655507016452264
2013-05-29 2013-05-31 秦皇岛 NO2: 0.5192227772164018
2013-05-29 2013-05-31 秦皇岛 O3: 0.007209253639017302
2013-05-29 2013-05-31 秦皇岛 PM10: 0.8778396315622169
2013-05-29 2013-05-31 太原 CO: 0.9621010826940671
2013-05-29 2013-05-31 太原 SO2: 0.9377863148889413
2013-05-29 2013-05-31 太原 NO2: 0.701572023448392
2013-05-29 2013-05-31 太原 O3: -0.3232548468653201
2013-05-29 2013-05-31 太原 PM10: 0.898893553132392
2013-05-29 2013-05-31 郑州 CO: 0.20172809404985415
2013-05-29 2013-05-31 郑州 SO2: 0.6201730592461105
2013-05-29 2013-05-31 郑州 NO2: 0.2557282012580515
2013-05-29 2013-05-31 郑州 O3: 0.26388311631614164
2013-05-29 2013-05-31 郑州 PM10: 0.9212331409977864
2013-05-29 2013-05-31 大连 CO: 0.3750723568066922
2013-05-29 2013-05-31 大连 SO2: 0.26120732240015987
2013-05-29 2013-05-31 大连 NO2: 0.7803404441016083
2013-05-29 2013-05-31 大连 O3: -0.3311174726411132
2013-05-29 2013-05-31 大连 PM10: 0.9306942657117023
2013-05-29 2013-05-31 长春 CO: 0.37621464951323275
2013-05-29 2013-05-31 长春 SO2: 0.5629125996674297
2013-05-29 2013-05-31 长春 NO2: 0.631774058654547
2013-05-29 2013-05-31 长春 O3: -0.19432763537491227
2013-05-29 2013-05-31 长春 PM10: 0.39278559716559636
2013-05-29 2013-05-31 哈尔滨 CO: 0.29273509707745166
2013-05-29 2013-05-31 哈尔滨 SO2: 0.33866825349237856
2013-05-29 2013-05-31 哈尔滨 NO2: 0.4779590162456748
2013-05-29 2013-05-31 哈尔滨 O3: -0.39323942631437603
2013-05-29 2013-05-31 哈尔滨 PM10: 0.27162135226363826
2013-05-29 2013-05-31 呼和浩特 CO: 0.2974188024904332
2013-05-29 2013-05-31 呼和浩特 SO2: 0.04630869566452998
2013-05-29 2013-05-31 呼和浩特 NO2: 0.3266422354975252
2013-05-29 2013-05-31 呼和浩特 O3: -0.19409542474575092
2013-05-29 2013-05-31 呼和浩特 PM10: 0.044020585101643465
2013-05-29 2013-05-31 无锡 CO: 0.8587002026230826
2013-05-29 2013-05-31 无锡 SO2: 0.8058521230907248
2013-05-29 2013-05-31 无锡 NO2: 0.5573730911342853
2013-05-29 2013-05-31 无锡 O3: 0.16811943701204027
2013-05-29 2013-05-31 无锡 PM10: 0.9519736796465651
2013-05-29 2013-05-31 镇江 CO: 0.8461908620958559
2013-05-29 2013-05-31 镇江 SO2: 0.8536976962146291
2013-05-29 2013-05-31 镇江 NO2: 0.5538410149728771
2013-05-29 2013-05-31 镇江 O3: -0.22864059611399487
2013-05-29 2013-05-31 镇江 PM10: 0.8683761364549983
2013-05-29 2013-05-31 苏州 CO: 0.681616128718868
2013-05-29 2013-05-31 苏州 SO2: 0.480777131393622
2013-05-29 2013-05-31 苏州 NO2: -0.11269597665319084
2013-05-29 2013-05-31 苏州 O3: 0.0030321247666376975
2013-05-29 2013-05-31 苏州 PM10: 0.4728081586643907
2013-05-29 2013-05-31 南通 CO: 0.8190249756639641
2013-05-29 2013-05-31 南通 SO2: 0.5125654033763226
2013-05-29 2013-05-31 南通 NO2: 0.5192696653345141
2013-05-29 2013-05-31 南通 O3: -0.18807061486155344
2013-05-29 2013-05-31 南通 PM10: 0.9347747361080969
2013-05-29 2013-05-31 扬州 CO: 0.9418112879329148
2013-05-29 2013-05-31 扬州 SO2: 0.8408149616176036
2013-05-29 2013-05-31 扬州 NO2: 0.7902759004296764
2013-05-29 2013-05-31 扬州 O3: -0.38221672935851647
2013-05-29 2013-05-31 扬州 PM10: 0.9878749395212915
2013-05-29 2013-05-31 盐城 CO: 0.8327323482094127
2013-05-29 2013-05-31 盐城 SO2: 0.3196170666837352
2013-05-29 2013-05-31 盐城 NO2: 0.4080985743877578
2013-05-29 2013-05-31 盐城 O3: -0.5936201217516566
2013-05-29 2013-05-31 盐城 PM10: 0.9288583304417075
2013-05-29 2013-05-31 徐州 CO: 0.8576001238860411
2013-05-29 2013-05-31 徐州 SO2: 0.3263186713599596
2013-05-29 2013-05-31 徐州 NO2: 0.4301095423537795
2013-05-29 2013-05-31 徐州 O3: -0.4404826558371284
2013-05-29 2013-05-31 徐州 PM10: 0.7630987258761112
2013-05-29 2013-05-31 淮安 CO: 0.08624235888385368
2013-05-29 2013-05-31 淮安 SO2: 9.528708892674859E-4
2013-05-29 2013-05-31 淮安 NO2: 0.05320943045120574
2013-05-29 2013-05-31 淮安 O3: 0.026748495666629183
2013-05-29 2013-05-31 淮安 PM10: 0.8102781447156873
2013-05-29 2013-05-31 连云港 CO: 0.7597486042424334
2013-05-29 2013-05-31 连云港 SO2: 0.5075149301142209
2013-05-29 2013-05-31 连云港 NO2: 0.46261977440508606
2013-05-29 2013-05-31 连云港 O3: -0.24835368469609193
2013-05-29 2013-05-31 连云港 PM10: 0.7457736221023219
2013-05-29 2013-05-31 常州 CO: 0.831039195843752
2013-05-29 2013-05-31 常州 SO2: 0.818997669114316
2013-05-29 2013-05-31 常州 NO2: 0.6352109522540214
2013-05-29 2013-05-31 常州 O3: -0.2647480846841537
2013-05-29 2013-05-31 常州 PM10: 0.9844716966413628
2013-05-29 2013-05-31 泰州 CO: 0.9424254647255806
2013-05-29 2013-05-31 泰州 SO2: 0.6495807766083876
2013-05-29 2013-05-31 泰州 NO2: 0.7760992770569107
2013-05-29 2013-05-31 泰州 O3: -0.731798070309829
2013-05-29 2013-05-31 泰州 PM10: 0.9804257888896056
2013-05-29 2013-05-31 宿迁 CO: 0.08038558414228125
2013-05-29 2013-05-31 宿迁 SO2: -0.04301587421627104
2013-05-29 2013-05-31 宿迁 NO2: 0.07859495623514597
2013-05-29 2013-05-31 宿迁 O3: 0.029411467614682333
2013-05-29 2013-05-31 宿迁 PM10: 0.055474172440398394
2013-05-29 2013-05-31 济南 CO: 0.8651132628304478
2013-05-29 2013-05-31 济南 SO2: 0.39649674517721045
2013-05-29 2013-05-31 济南 NO2: 0.5240498518325386
2013-05-29 2013-05-31 济南 O3: -0.7373732504221557
2013-05-29 2013-05-31 济南 PM10: 0.8858557622225589
2013-05-29 2013-05-31 青岛 CO: 0.6121579325184917
2013-05-29 2013-05-31 青岛 SO2: 0.1576779947689704
2013-05-29 2013-05-31 青岛 NO2: -0.16386228433687847
2013-05-29 2013-05-31 青岛 O3: 0.3830603865089189
2013-05-29 2013-05-31 青岛 PM10: 0.29288192859394013
2013-05-29 2013-05-31 合肥 CO: 0.46096603851395834
2013-05-29 2013-05-31 合肥 SO2: 0.7715748147393752
2013-05-29 2013-05-31 合肥 NO2: 0.44785004805632306
2013-05-29 2013-05-31 合肥 O3: -0.3092876993154871
2013-05-29 2013-05-31 合肥 PM10: 0.5574732820122142
2013-05-29 2013-05-31 衢州 CO: 0.8026417309478543
2013-05-29 2013-05-31 衢州 SO2: 0.45472375416796756
2013-05-29 2013-05-31 衢州 NO2: -0.03295159034070941
2013-05-29 2013-05-31 衢州 O3: 0.15791659780865622
2013-05-29 2013-05-31 衢州 PM10: 0.7235313783267029
2013-05-29 2013-05-31 杭州 CO: 0.8519139622825816
2013-05-29 2013-05-31 杭州 SO2: 0.8080454691064842
2013-05-29 2013-05-31 杭州 NO2: -0.2629755130392406
2013-05-29 2013-05-31 杭州 O3: 0.5081737963239735
2013-05-29 2013-05-31 杭州 PM10: 0.8756596715609046
2013-05-29 2013-05-31 湖州 CO: 0.7577977518395217
2013-05-29 2013-05-31 湖州 SO2: 0.4088023120468134
2013-05-29 2013-05-31 湖州 NO2: 0.04088256985376028
2013-05-29 2013-05-31 湖州 O3: 0.14495884379213142
2013-05-29 2013-05-31 湖州 PM10: 0.6758398736344731
2013-05-29 2013-05-31 嘉兴 CO: 0.867397277956547
2013-05-29 2013-05-31 嘉兴 SO2: 0.38392170962094063
2013-05-29 2013-05-31 嘉兴 NO2: 0.15732642477376146
2013-05-29 2013-05-31 嘉兴 O3: 0.21569009179862675
2013-05-29 2013-05-31 嘉兴 PM10: 0.8862744294357862
2013-05-29 2013-05-31 宁波 CO: 0.44513639397794463
2013-05-29 2013-05-31 宁波 SO2: 0.27892992621625506
2013-05-29 2013-05-31 宁波 NO2: -0.052734623980142226
2013-05-29 2013-05-31 宁波 O3: 0.40709467166712143
2013-05-29 2013-05-31 宁波 PM10: 0.9248190348140924
2013-05-29 2013-05-31 绍兴 CO: 0.5740991434923979
2013-05-29 2013-05-31 绍兴 SO2: 0.7920394217262858
2013-05-29 2013-05-31 绍兴 NO2: 0.7983949162345386
2013-05-29 2013-05-31 绍兴 O3: 0.06015595981230561
2013-05-29 2013-05-31 绍兴 PM10: 0.9971630636696895
2013-05-29 2013-05-31 台州 CO: 0.7985883754979537
2013-05-29 2013-05-31 台州 SO2: 0.05842561661837616
2013-05-29 2013-05-31 台州 NO2: 0.1990045272118721
2013-05-29 2013-05-31 台州 O3: 0.15239904372666646
2013-05-29 2013-05-31 台州 PM10: 0.9633016769266796
2013-05-29 2013-05-31 温州 CO: 0.016009338559969916
2013-05-29 2013-05-31 温州 SO2: -0.23909184847279996
2013-05-29 2013-05-31 温州 NO2: -0.20418309669546472
2013-05-29 2013-05-31 温州 O3: 0.5126750210389986
2013-05-29 2013-05-31 温州 PM10: 0.5738226246091402
2013-05-29 2013-05-31 丽水 CO: 0.767105201013361
2013-05-29 2013-05-31 丽水 SO2: 0.2739994250946302
2013-05-29 2013-05-31 丽水 NO2: 0.1314662343226369
2013-05-29 2013-05-31 丽水 O3: 0.3351287074751428
2013-05-29 2013-05-31 丽水 PM10: 0.8258011875448552
2013-05-29 2013-05-31 金华 CO: 0.7219809815115267
2013-05-29 2013-05-31 金华 SO2: 0.11162949679214156
2013-05-29 2013-05-31 金华 NO2: -0.09427696016226791
2013-05-29 2013-05-31 金华 O3: 0.2780119616827724
2013-05-29 2013-05-31 金华 PM10: 0.949006435476359
2013-05-29 2013-05-31 舟山 CO: 0.2853702428250667
2013-05-29 2013-05-31 舟山 SO2: 0.3268548823239307
2013-05-29 2013-05-31 舟山 NO2: 0.032695810858014956
2013-05-29 2013-05-31 舟山 O3: 0.4459562089351329
2013-05-29 2013-05-31 舟山 PM10: 0.65646812459937
2013-05-29 2013-05-31 福州 CO: 0.6927349274722623
2013-05-29 2013-05-31 福州 SO2: 0.3728938450613475
2013-05-29 2013-05-31 福州 NO2: 0.1313960229537779
2013-05-29 2013-05-31 福州 O3: 0.1728475332055961
2013-05-29 2013-05-31 福州 PM10: 0.7239355262971391
2013-05-29 2013-05-31 厦门 CO: 0.5030864608839318
2013-05-29 2013-05-31 厦门 SO2: 0.3492288816377571
2013-05-29 2013-05-31 厦门 NO2: 0.08670903543958841
2013-05-29 2013-05-31 厦门 O3: 0.46564565782154765
2013-05-29 2013-05-31 厦门 PM10: 0.8982257886797886
2013-05-29 2013-05-31 长沙 CO: 0.4498413013517097
2013-05-29 2013-05-31 长沙 SO2: 0.6625323653190219
2013-05-29 2013-05-31 长沙 NO2: 0.5554316490232729
2013-05-29 2013-05-31 长沙 O3: 0.19574310345449816
2013-05-29 2013-05-31 长沙 PM10: 0.8918482037977369
2013-05-29 2013-05-31 湘潭 CO: 0.15678426869278272
2013-05-29 2013-05-31 湘潭 SO2: 0.7068453799527018
2013-05-29 2013-05-31 湘潭 NO2: 0.6332164690538927
2013-05-29 2013-05-31 湘潭 O3: 0.2635596870753436
2013-05-29 2013-05-31 湘潭 PM10: 0.9305027221900835
2013-05-29 2013-05-31 株洲 CO: 0.3754765057110319
2013-05-29 2013-05-31 株洲 SO2: 0.3880984023210821
2013-05-29 2013-05-31 株洲 NO2: 0.52802245276124
2013-05-29 2013-05-31 株洲 O3: 0.3098188219641319
2013-05-29 2013-05-31 株洲 PM10: 0.3566125612931804
2013-05-29 2013-05-31 江门 CO: 0.3176587431893778
2013-05-29 2013-05-31 江门 SO2: 0.2839059916415718
2013-05-29 2013-05-31 江门 NO2: 0.28509671326462205
2013-05-29 2013-05-31 江门 O3: 0.2284094562265737
2013-05-29 2013-05-31 江门 PM10: 0.31838637959380883
2013-05-29 2013-05-31 惠州 CO: 0.35641899409278915
2013-05-29 2013-05-31 惠州 SO2: 0.20459444228236318
2013-05-29 2013-05-31 惠州 NO2: 0.7538442212689715
2013-05-29 2013-05-31 惠州 O3: 0.013699065626359717
2013-05-29 2013-05-31 惠州 PM10: 0.7810005234220854
2013-05-29 2013-05-31 深圳 CO: -0.1407960924540812
2013-05-29 2013-05-31 深圳 SO2: 0.046729092130898
2013-05-29 2013-05-31 深圳 NO2: -0.30422786618636466
2013-05-29 2013-05-31 深圳 O3: 0.24866521409048584
2013-05-29 2013-05-31 深圳 PM10: 0.5532834433935054
2013-05-29 2013-05-31 珠海 CO: 0.5724254883989399
2013-05-29 2013-05-31 珠海 SO2: -0.15386831485370076
2013-05-29 2013-05-31 珠海 NO2: 0.14693258697999717
2013-05-29 2013-05-31 珠海 O3: -0.43472144551269737
2013-05-29 2013-05-31 珠海 PM10: 0.3351278801575071
2013-05-29 2013-05-31 佛山 CO: 0.5180170520124944
2013-05-29 2013-05-31 佛山 SO2: 0.6475723053460036
2013-05-29 2013-05-31 佛山 NO2: 0.3369859495019622
2013-05-29 2013-05-31 佛山 O3: 0.27216892744369314
2013-05-29 2013-05-31 佛山 PM10: 0.8251245561481652
2013-05-29 2013-05-31 肇庆 CO: 0.22120246556654932
2013-05-29 2013-05-31 肇庆 SO2: 0.8847612226928603
2013-05-29 2013-05-31 肇庆 NO2: 0.2503332981252796
2013-05-29 2013-05-31 肇庆 O3: 0.023766917209706237
2013-05-29 2013-05-31 肇庆 PM10: 0.7733962756462922
2013-05-29 2013-05-31 中山 CO: -0.1267070674887204
2013-05-29 2013-05-31 中山 SO2: -0.020614690050809584
2013-05-29 2013-05-31 中山 NO2: 0.274727742544422
2013-05-29 2013-05-31 中山 O3: 0.20635177927796441
2013-05-29 2013-05-31 中山 PM10: 0.0915772832180364
2013-05-29 2013-05-31 东莞 CO: 0.05454234291760064
2013-05-29 2013-05-31 东莞 SO2: 0.19985001268005034
2013-05-29 2013-05-31 东莞 NO2: -0.0168675749584934
2013-05-29 2013-05-31 东莞 O3: 0.7210523106561583
2013-05-29 2013-05-31 东莞 PM10: 0.828508824741861
2013-05-29 2013-05-31 南宁 CO: 0.13738532877851736
2013-05-29 2013-05-31 南宁 SO2: 0.4396799882689676
2013-05-29 2013-05-31 南宁 NO2: 0.4818080935362274
2013-05-29 2013-05-31 南宁 O3: -0.09226024048558185
2013-05-29 2013-05-31 南宁 PM10: 0.7622771908138616
2013-05-29 2013-05-31 南昌 CO: 0.3878959192139434
2013-05-29 2013-05-31 南昌 SO2: 0.1897313570480273
2013-05-29 2013-05-31 南昌 NO2: 0.16474640694478146
2013-05-29 2013-05-31 南昌 O3: -0.3917077158397121
2013-05-29 2013-05-31 南昌 PM10: 0.7833797003072476
2013-05-29 2013-05-31 贵阳 CO: 0.3950278710021926
2013-05-29 2013-05-31 贵阳 SO2: 0.22713342600193998
2013-05-29 2013-05-31 贵阳 NO2: 0.6049544986957845
2013-05-29 2013-05-31 贵阳 O3: 0.21890983581080822
2013-05-29 2013-05-31 贵阳 PM10: 0.9306100178828577
2013-05-29 2013-05-31 昆明 CO: 0.1195127401980089
2013-05-29 2013-05-31 昆明 SO2: 0.14942983796522827
2013-05-29 2013-05-31 昆明 NO2: 0.4234615336062002
2013-05-29 2013-05-31 昆明 O3: -0.5487131535402568
2013-05-29 2013-05-31 昆明 PM10: 0.3969873834198826
2013-05-29 2013-05-31 拉萨 CO: -0.4062976165366657
2013-05-29 2013-05-31 拉萨 SO2: -0.10416787243107353
2013-05-29 2013-05-31 拉萨 NO2: 0.06426421461309244
2013-05-29 2013-05-31 拉萨 O3: 0.2025080934010741
2013-05-29 2013-05-31 拉萨 PM10: -0.04663685718471594
2013-05-29 2013-05-31 海口 CO: 0.06563053214987567
2013-05-29 2013-05-31 海口 SO2: 0.07927037723880186
2013-05-29 2013-05-31 海口 NO2: 0.5819850686956567
2013-05-29 2013-05-31 海口 O3: -0.15147409277843712
2013-05-29 2013-05-31 海口 PM10: 0.329624718782359
2013-05-29 2013-05-31 兰州 CO: 0.23057941937906645
2013-05-29 2013-05-31 兰州 SO2: 0.34427918539994723
2013-05-29 2013-05-31 兰州 NO2: 0.410111740692544
2013-05-29 2013-05-31 兰州 O3: -0.13929330771058515
2013-05-29 2013-05-31 兰州 PM10: 0.569081170523428
2013-05-29 2013-05-31 银川 CO: 0.731204968902714
2013-05-29 2013-05-31 银川 SO2: -0.09044310490390958
2013-05-29 2013-05-31 银川 NO2: 0.7465830035383804
2013-05-29 2013-05-31 银川 O3: -0.8317015524941566
2013-05-29 2013-05-31 银川 PM10: 0.9322021859741305
2013-05-29 2013-05-31 西宁 CO: 0.9106653107779534
2013-05-29 2013-05-31 西宁 SO2: 0.7939323056334916
2013-05-29 2013-05-31 西宁 NO2: 0.546067827626917
2013-05-29 2013-05-31 西宁 O3: -0.12602228679060473
2013-05-29 2013-05-31 西宁 PM10: 0.8999016156617344
2013-05-29 2013-05-31 乌鲁木齐 CO: 0.8647032351301138
2013-05-29 2013-05-31 乌鲁木齐 SO2: 0.26979359592085833
2013-05-29 2013-05-31 乌鲁木齐 NO2: 0.755344280916526
2013-05-29 2013-05-31 乌鲁木齐 O3: -0.6633027407183211
2013-05-29 2013-05-31 乌鲁木齐 PM10: 0.8092385184977576
2013-05-31 2013-06-02 北京 CO: 0.9469463538985406
2013-05-31 2013-06-02 北京 SO2: 0.5901861419843749
2013-05-31 2013-06-02 北京 NO2: 0.7304093336457739
2013-05-31 2013-06-02 北京 O3: -0.007348276713722477
2013-05-31 2013-06-02 北京 PM10: 0.8855641097991589
2013-05-31 2013-06-02 广州 CO: 0.17234080356619264
2013-05-31 2013-06-02 广州 SO2: 0.24631225829504794
2013-05-31 2013-06-02 广州 NO2: 0.2748132879977058
2013-05-31 2013-06-02 广州 O3: 0.2971802453943998
2013-05-31 2013-06-02 广州 PM10: 0.749993184628602
2013-05-31 2013-06-02 上海 CO: 0.7139984865145319
2013-05-31 2013-06-02 上海 SO2: 0.669407853705347
2013-05-31 2013-06-02 上海 NO2: 0.6192793947970147
2013-05-31 2013-06-02 上海 O3: -0.26091445475631625
2013-05-31 2013-06-02 上海 PM10: 0.6411777499244474
2013-05-31 2013-06-02 天津 CO: 0.863173002103719
2013-05-31 2013-06-02 天津 SO2: 0.3725033824093061
2013-05-31 2013-06-02 天津 NO2: 0.7186313172872343
2013-05-31 2013-06-02 天津 O3: -0.3714180678211657
2013-05-31 2013-06-02 天津 PM10: 0.6897406772464362
2013-05-31 2013-06-02 重庆 CO: 0.9174865964107449
2013-05-31 2013-06-02 重庆 SO2: 0.6395770782978716
2013-05-31 2013-06-02 重庆 NO2: 0.709517501608013
2013-05-31 2013-06-02 重庆 O3: -0.23839223302200008
2013-05-31 2013-06-02 重庆 PM10: 0.9135160160106515
2013-05-31 2013-06-02 沈阳 CO: 0.8960096726298321
2013-05-31 2013-06-02 沈阳 SO2: 0.6658337330260873
2013-05-31 2013-06-02 沈阳 NO2: 0.2999930197510405
2013-05-31 2013-06-02 沈阳 O3: 0.17508364476382943
2013-05-31 2013-06-02 沈阳 PM10: 0.6465196719281642
2013-05-31 2013-06-02 南京 CO: 0.17223148509172712
2013-05-31 2013-06-02 南京 SO2: 0.29081591295397513
2013-05-31 2013-06-02 南京 NO2: 0.46686285965045327
2013-05-31 2013-06-02 南京 O3: 0.3634280154421051
2013-05-31 2013-06-02 南京 PM10: 0.9509556133656277
2013-05-31 2013-06-02 武汉 CO: 0.2519711880845332
2013-05-31 2013-06-02 武汉 SO2: 0.17945357738525985
2013-05-31 2013-06-02 武汉 NO2: 0.543819206872352
2013-05-31 2013-06-02 武汉 O3: 0.03305271234839574
2013-05-31 2013-06-02 武汉 PM10: 0.9416275964971266
2013-05-31 2013-06-02 成都 CO: 0.30611398730613243
2013-05-31 2013-06-02 成都 SO2: 0.7342842604559242
2013-05-31 2013-06-02 成都 NO2: 0.11767455647828046
2013-05-31 2013-06-02 成都 O3: 0.04899311030792384
2013-05-31 2013-06-02 成都 PM10: 0.87698980592496
2013-05-31 2013-06-02 西安 CO: 0.6843052487103313
2013-05-31 2013-06-02 西安 SO2: 0.16808666644761092
2013-05-31 2013-06-02 西安 NO2: 0.5706233430258819
2013-05-31 2013-06-02 西安 O3: -0.24282770442808846
2013-05-31 2013-06-02 西安 PM10: 0.6447328146788893
2013-05-31 2013-06-02 邯郸 CO: 0.8571917149267531
2013-05-31 2013-06-02 邯郸 SO2: 0.751824600532577
2013-05-31 2013-06-02 邯郸 NO2: 0.6440251369919893
2013-05-31 2013-06-02 邯郸 O3: 0.40638459157090584
2013-05-31 2013-06-02 邯郸 PM10: 0.9695865830877995
2013-05-31 2013-06-02 石家庄 CO: -0.01943178194245137
2013-05-31 2013-06-02 石家庄 SO2: -0.5525648003499114
2013-05-31 2013-06-02 石家庄 NO2: -0.26605977506510886
2013-05-31 2013-06-02 石家庄 O3: -0.03914595693899576
2013-05-31 2013-06-02 石家庄 PM10: 0.7632823450754368
2013-05-31 2013-06-02 保定 CO: 0.5616562387636694
2013-05-31 2013-06-02 保定 SO2: 0.022952316921939313
2013-05-31 2013-06-02 保定 NO2: 0.40078657697434866
2013-05-31 2013-06-02 保定 O3: -0.5069619412511606
2013-05-31 2013-06-02 保定 PM10: 0.6662698340541973
2013-05-31 2013-06-02 张家口 CO: 0.18030210667564642
2013-05-31 2013-06-02 张家口 SO2: -0.15392801813157644
2013-05-31 2013-06-02 张家口 NO2: 0.10012389166848014
2013-05-31 2013-06-02 张家口 O3: -0.2320811027587576
2013-05-31 2013-06-02 张家口 PM10: 0.24365234145827033
2013-05-31 2013-06-02 承德 CO: 0.7755032820585904
2013-05-31 2013-06-02 承德 SO2: 0.04123795602225664
2013-05-31 2013-06-02 承德 NO2: 0.6725814137024796
2013-05-31 2013-06-02 承德 O3: -0.2886252904946129
2013-05-31 2013-06-02 承德 PM10: 0.5673189913775821
2013-05-31 2013-06-02 唐山 CO: 0.5040339683431303
2013-05-31 2013-06-02 唐山 SO2: 0.3014005061560321
2013-05-31 2013-06-02 唐山 NO2: 0.7551629433603455
2013-05-31 2013-06-02 唐山 O3: -0.6542638571715206
2013-05-31 2013-06-02 唐山 PM10: 0.5778890886252037
2013-05-31 2013-06-02 廊坊 CO: 0.6330897936466782
2013-05-31 2013-06-02 廊坊 SO2: 0.2765830242131717
2013-05-31 2013-06-02 廊坊 NO2: 0.47929737515418747
2013-05-31 2013-06-02 廊坊 O3: -0.42332547930013487
2013-05-31 2013-06-02 廊坊 PM10: 0.716176778371166
2013-05-31 2013-06-02 沧州 CO: 0.8469860978158571
2013-05-31 2013-06-02 沧州 SO2: 0.24800245304025606
2013-05-31 2013-06-02 沧州 NO2: 0.5848812209366945
2013-05-31 2013-06-02 沧州 O3: -0.06325611526910924
2013-05-31 2013-06-02 沧州 PM10: 0.007340692354739003
2013-05-31 2013-06-02 衡水 CO: 0.7406677483825277
2013-05-31 2013-06-02 衡水 SO2: 0.483906158813271
2013-05-31 2013-06-02 衡水 NO2: 0.44393228248919053
2013-05-31 2013-06-02 衡水 O3: 0.1811815566290817
2013-05-31 2013-06-02 衡水 PM10: 0.7121838180887672
2013-05-31 2013-06-02 邢台 CO: -0.28884472277379414
2013-05-31 2013-06-02 邢台 SO2: -0.43384629597629065
2013-05-31 2013-06-02 邢台 NO2: -0.6466778971392398
2013-05-31 2013-06-02 邢台 O3: 0.6848140396591716
2013-05-31 2013-06-02 邢台 PM10: 0.884579491578062
2013-05-31 2013-06-02 秦皇岛 CO: 0.43115932772500676
2013-05-31 2013-06-02 秦皇岛 SO2: 0.18044934369861096
2013-05-31 2013-06-02 秦皇岛 NO2: 0.6019298207714332
2013-05-31 2013-06-02 秦皇岛 O3: -0.16640454428297274
2013-05-31 2013-06-02 秦皇岛 PM10: 0.6529322221925177
2013-05-31 2013-06-02 太原 CO: 0.8279651172164143
2013-05-31 2013-06-02 太原 SO2: 0.7489316920911383
2013-05-31 2013-06-02 太原 NO2: 0.764019837253688
2013-05-31 2013-06-02 太原 O3: -0.24748013581685704
2013-05-31 2013-06-02 太原 PM10: 0.9318663573993448
2013-05-31 2013-06-02 郑州 CO: 0.6663463634463702
2013-05-31 2013-06-02 郑州 SO2: 0.19981745751345267
2013-05-31 2013-06-02 郑州 NO2: 0.13957679087515878
2013-05-31 2013-06-02 郑州 O3: 0.3672581006018775
2013-05-31 2013-06-02 郑州 PM10: 0.7033443489889147
2013-05-31 2013-06-02 大连 CO: 0.5460622739221331
2013-05-31 2013-06-02 大连 SO2: 0.8673022264529352
2013-05-31 2013-06-02 大连 NO2: 0.40182574218063155
2013-05-31 2013-06-02 大连 O3: 0.7297132736366092
2013-05-31 2013-06-02 大连 PM10: 0.9867442038425432
2013-05-31 2013-06-02 长春 CO: 0.737671739762339
2013-05-31 2013-06-02 长春 SO2: 0.6713120102724143
2013-05-31 2013-06-02 长春 NO2: 0.10474121096701124
2013-05-31 2013-06-02 长春 O3: 0.32926775609291214
2013-05-31 2013-06-02 长春 PM10: 0.4397033263888908
2013-05-31 2013-06-02 哈尔滨 CO: 0.19641188857475478
2013-05-31 2013-06-02 哈尔滨 SO2: -0.49887171975361067
2013-05-31 2013-06-02 哈尔滨 NO2: -0.18998059534247796
2013-05-31 2013-06-02 哈尔滨 O3: -0.3150050711433612
2013-05-31 2013-06-02 哈尔滨 PM10: -0.31939860345247695
2013-05-31 2013-06-02 呼和浩特 CO: 0.07686824949289345
2013-05-31 2013-06-02 呼和浩特 SO2: 0.07451505162765636
2013-05-31 2013-06-02 呼和浩特 NO2: -0.0025863018397530076
2013-05-31 2013-06-02 呼和浩特 O3: -0.06002549119774961
