Begin_days  End_days  cityNamech factor corr
2013-06-08 2013-06-10 连云港 SO2: 0.30198035108071086
2013-06-08 2013-06-10 连云港 NO2: 0.11124567925995837
2013-06-08 2013-06-10 连云港 O3: -0.06921484434400584
2013-06-08 2013-06-10 连云港 PM10: 0.21456941908294722
2013-06-08 2013-06-10 常州 CO: 0.618670394422259
2013-06-08 2013-06-10 常州 SO2: 0.3725388393513334
2013-06-08 2013-06-10 常州 NO2: 0.719186001052346
2013-06-08 2013-06-10 常州 O3: -0.8500036587675751
2013-06-08 2013-06-10 常州 PM10: 0.9669692800966221
2013-06-08 2013-06-10 泰州 CO: 0.6294300380642435
2013-06-08 2013-06-10 泰州 SO2: 0.884303154820148
2013-06-08 2013-06-10 泰州 NO2: 0.8884867299908809
2013-06-08 2013-06-10 泰州 O3: 0.2581252745009861
2013-06-08 2013-06-10 泰州 PM10: 0.9441631708782655
2013-06-08 2013-06-10 宿迁 CO: 0.09565949471360206
2013-06-08 2013-06-10 宿迁 SO2: 0.034233228414322345
2013-06-08 2013-06-10 宿迁 NO2: 0.22300103114157233
2013-06-08 2013-06-10 宿迁 O3: 0.0669081505742797
2013-06-08 2013-06-10 宿迁 PM10: -0.120082099552212
2013-06-08 2013-06-10 济南 CO: 0.6227885165577608
2013-06-08 2013-06-10 济南 SO2: 0.7773465636379429
2013-06-08 2013-06-10 济南 NO2: 0.4420808743933252
2013-06-08 2013-06-10 济南 O3: 0.5716426100610466
2013-06-08 2013-06-10 济南 PM10: 0.7944179918356024
2013-06-08 2013-06-10 青岛 CO: 0.7365557427682657
2013-06-08 2013-06-10 青岛 SO2: 0.7374829471279128
2013-06-08 2013-06-10 青岛 NO2: 0.7297597539367153
2013-06-08 2013-06-10 青岛 O3: -0.5594817426565076
2013-06-08 2013-06-10 青岛 PM10: 0.870170919691772
2013-06-08 2013-06-10 合肥 CO: 0.7794838136082076
2013-06-08 2013-06-10 合肥 SO2: 0.565017175083906
2013-06-08 2013-06-10 合肥 NO2: 0.44824568377008545
2013-06-08 2013-06-10 合肥 O3: -0.087126578797788
2013-06-08 2013-06-10 合肥 PM10: 0.8917621297913952
2013-06-08 2013-06-10 衢州 CO: 0.7421543905853213
2013-06-08 2013-06-10 衢州 SO2: 0.7609187156831398
2013-06-08 2013-06-10 衢州 NO2: 0.27725552735255615
2013-06-08 2013-06-10 衢州 O3: -0.5131650096442848
2013-06-08 2013-06-10 衢州 PM10: -0.05794304674632359
2013-06-08 2013-06-10 杭州 CO: 0.5112340679400047
2013-06-08 2013-06-10 杭州 SO2: 0.45104719250776754
2013-06-08 2013-06-10 杭州 NO2: 0.5895679004808579
2013-06-08 2013-06-10 杭州 O3: -0.1732695038481344
2013-06-08 2013-06-10 杭州 PM10: 0.9424822873490866
2013-06-08 2013-06-10 湖州 CO: 0.7540395806632577
2013-06-08 2013-06-10 湖州 SO2: -0.04338723579260473
2013-06-08 2013-06-10 湖州 NO2: 0.6168806135319761
2013-06-08 2013-06-10 湖州 O3: -0.5962760168448933
2013-06-08 2013-06-10 湖州 PM10: 0.7575697598284797
2013-06-08 2013-06-10 嘉兴 CO: 0.6048241427023172
2013-06-08 2013-06-10 嘉兴 SO2: 0.12579821725428242
2013-06-08 2013-06-10 嘉兴 NO2: 0.7747946234401915
2013-06-08 2013-06-10 嘉兴 O3: -0.5116368891837882
2013-06-08 2013-06-10 嘉兴 PM10: 0.7860241451616519
2013-06-08 2013-06-10 宁波 CO: 0.8440064404666988
2013-06-08 2013-06-10 宁波 SO2: 0.14094285636606516
2013-06-08 2013-06-10 宁波 NO2: 0.8076095210579112
2013-06-08 2013-06-10 宁波 O3: -0.5928701987005239
2013-06-08 2013-06-10 宁波 PM10: 0.9187698890882183
2013-06-08 2013-06-10 绍兴 CO: 0.7642532021111083
2013-06-08 2013-06-10 绍兴 SO2: -0.28691425435013823
2013-06-08 2013-06-10 绍兴 NO2: 0.7231231992824585
2013-06-08 2013-06-10 绍兴 O3: -0.44570425392846463
2013-06-08 2013-06-10 绍兴 PM10: 0.4272077811551823
2013-06-08 2013-06-10 台州 CO: 0.7078406213779013
2013-06-08 2013-06-10 台州 SO2: 0.18656821415317965
2013-06-08 2013-06-10 台州 NO2: 0.585369868354765
2013-06-08 2013-06-10 台州 O3: -0.44106879795693366
2013-06-08 2013-06-10 台州 PM10: 0.9695375605535597
2013-06-08 2013-06-10 温州 CO: 0.1283311243193099
2013-06-08 2013-06-10 温州 SO2: 0.054440576945684216
2013-06-08 2013-06-10 温州 NO2: 0.030819278375543668
2013-06-08 2013-06-10 温州 O3: -0.22886023053573248
2013-06-08 2013-06-10 温州 PM10: 0.3419594385200635
2013-06-08 2013-06-10 丽水 CO: 0.7242823466321691
2013-06-08 2013-06-10 丽水 SO2: 0.7045438440621066
2013-06-08 2013-06-10 丽水 NO2: 0.5730602558094812
2013-06-08 2013-06-10 丽水 O3: -0.19807022332778218
2013-06-08 2013-06-10 丽水 PM10: 0.7829507165287247
2013-06-08 2013-06-10 金华 CO: 0.9073790446008394
2013-06-08 2013-06-10 金华 SO2: 0.4967884708876911
2013-06-08 2013-06-10 金华 NO2: 0.5375919812909451
2013-06-08 2013-06-10 金华 O3: -0.6648743736071052
2013-06-08 2013-06-10 金华 PM10: 0.8178683728390086
2013-06-08 2013-06-10 舟山 CO: 0.42491801545280966
2013-06-08 2013-06-10 舟山 SO2: 0.4802123033547375
2013-06-08 2013-06-10 舟山 NO2: 0.6865112057983878
2013-06-08 2013-06-10 舟山 O3: -0.3114197848367429
2013-06-08 2013-06-10 舟山 PM10: 0.44824155969710217
2013-06-08 2013-06-10 福州 CO: 0.007098963155778001
2013-06-08 2013-06-10 福州 SO2: 0.5227996188202492
2013-06-08 2013-06-10 福州 NO2: -0.5830184543278022
2013-06-08 2013-06-10 福州 O3: 0.6490721423070601
2013-06-08 2013-06-10 福州 PM10: 0.6509467217612362
2013-06-08 2013-06-10 厦门 CO: 0.6535815421179968
2013-06-08 2013-06-10 厦门 SO2: 0.4717607159712848
2013-06-08 2013-06-10 厦门 NO2: 0.31508917638325695
2013-06-08 2013-06-10 厦门 O3: 0.29694164217117824
2013-06-08 2013-06-10 厦门 PM10: 0.8742321552385436
2013-06-08 2013-06-10 长沙 CO: 0.9477286237527484
2013-06-08 2013-06-10 长沙 SO2: 0.37975579283576155
2013-06-08 2013-06-10 长沙 NO2: 0.3285505401197624
2013-06-08 2013-06-10 长沙 O3: -0.6371778835917078
2013-06-08 2013-06-10 长沙 PM10: 0.95002957420412
2013-06-08 2013-06-10 湘潭 CO: 0.8213411722407918
2013-06-08 2013-06-10 湘潭 SO2: 0.2599964601740227
2013-06-08 2013-06-10 湘潭 NO2: 0.21260588674410846
2013-06-08 2013-06-10 湘潭 O3: -0.30551806106094076
2013-06-08 2013-06-10 湘潭 PM10: 0.8996957245349283
2013-06-08 2013-06-10 株洲 CO: 0.8198420410100347
2013-06-08 2013-06-10 株洲 SO2: 0.6300120559727879
2013-06-08 2013-06-10 株洲 NO2: 0.6655062240259214
2013-06-08 2013-06-10 株洲 O3: -0.3919915422613059
2013-06-08 2013-06-10 株洲 PM10: 0.8285594043134199
2013-06-08 2013-06-10 江门 CO: 0.49221858614099345
2013-06-08 2013-06-10 江门 SO2: 0.07674264388382415
2013-06-08 2013-06-10 江门 NO2: 0.6507930607420765
2013-06-08 2013-06-10 江门 O3: -0.21504243368884862
2013-06-08 2013-06-10 江门 PM10: 0.45483175461246766
2013-06-08 2013-06-10 惠州 CO: 0.5253169654773364
2013-06-08 2013-06-10 惠州 SO2: 0.11356106457096583
2013-06-08 2013-06-10 惠州 NO2: 0.27470845971642077
2013-06-08 2013-06-10 惠州 O3: -0.08629010078599816
2013-06-08 2013-06-10 惠州 PM10: 0.3095050136219765
2013-06-08 2013-06-10 深圳 CO: 0.2622562824683452
2013-06-08 2013-06-10 深圳 SO2: 0.031047600319004536
2013-06-08 2013-06-10 深圳 NO2: 0.19841457515096583
2013-06-08 2013-06-10 深圳 O3: 0.19793137904607272
2013-06-08 2013-06-10 深圳 PM10: 0.3530135108577032
2013-06-08 2013-06-10 珠海 CO: -0.6767953690912277
2013-06-08 2013-06-10 珠海 SO2: 0.14640244166707214
2013-06-08 2013-06-10 珠海 NO2: 0.3838194622192583
2013-06-08 2013-06-10 珠海 O3: 0.4457871490591533
2013-06-08 2013-06-10 珠海 PM10: 0.43414671004694505
2013-06-08 2013-06-10 佛山 CO: 0.07950670806681776
2013-06-08 2013-06-10 佛山 SO2: 0.06258496495312424
2013-06-08 2013-06-10 佛山 NO2: -0.04954075474535004
2013-06-08 2013-06-10 佛山 O3: 0.6207830645029954
2013-06-08 2013-06-10 佛山 PM10: 0.5838618969647111
2013-06-08 2013-06-10 肇庆 CO: 0.6806355057693161
2013-06-08 2013-06-10 肇庆 SO2: 0.8900561249031375
2013-06-08 2013-06-10 肇庆 NO2: 0.8598890145163723
2013-06-08 2013-06-10 肇庆 O3: -0.19512463707423178
2013-06-08 2013-06-10 肇庆 PM10: 0.844454567252974
2013-06-08 2013-06-10 中山 CO: -0.0219665462869672
2013-06-08 2013-06-10 中山 SO2: -0.13575474360227036
2013-06-08 2013-06-10 中山 NO2: 0.43510027290448194
2013-06-08 2013-06-10 中山 O3: -0.037896490126862824
2013-06-08 2013-06-10 中山 PM10: 0.6351285587267025
2013-06-08 2013-06-10 东莞 CO: -0.02064550275786843
2013-06-08 2013-06-10 东莞 SO2: -0.23055534877054595
2013-06-08 2013-06-10 东莞 NO2: -0.20295341846473355
2013-06-08 2013-06-10 东莞 O3: 0.7335550333171343
2013-06-08 2013-06-10 东莞 PM10: 0.8294072926659192
2013-06-08 2013-06-10 南宁 CO: 0.5553019726987862
2013-06-08 2013-06-10 南宁 SO2: 0.13985919067946434
2013-06-08 2013-06-10 南宁 NO2: 0.2909061549779002
2013-06-08 2013-06-10 南宁 O3: -0.028895033556835873
2013-06-08 2013-06-10 南宁 PM10: 0.7117876440142878
2013-06-08 2013-06-10 南昌 CO: 0.7336808113708844
2013-06-08 2013-06-10 南昌 SO2: 0.7713328267818047
2013-06-08 2013-06-10 南昌 NO2: 0.32497811930996
2013-06-08 2013-06-10 南昌 O3: -0.5603098527927984
2013-06-08 2013-06-10 南昌 PM10: 0.8369104430476944
2013-06-08 2013-06-10 贵阳 CO: 0.339073714662524
2013-06-08 2013-06-10 贵阳 SO2: 0.24680305195445554
2013-06-08 2013-06-10 贵阳 NO2: 0.3096357010217434
2013-06-08 2013-06-10 贵阳 O3: -0.5843293971660183
2013-06-08 2013-06-10 贵阳 PM10: 0.9322201328526837
2013-06-08 2013-06-10 昆明 CO: 0.658568071183586
2013-06-08 2013-06-10 昆明 SO2: 0.4153964613733911
2013-06-08 2013-06-10 昆明 NO2: 0.587534882724665
2013-06-08 2013-06-10 昆明 O3: -0.6311319011223797
2013-06-08 2013-06-10 昆明 PM10: 0.4306033604002048
2013-06-08 2013-06-10 拉萨 CO: -0.2350868055198203
2013-06-08 2013-06-10 拉萨 SO2: -0.027870973344703096
2013-06-08 2013-06-10 拉萨 NO2: -0.286072834156184
2013-06-08 2013-06-10 拉萨 O3: 0.32375128698333566
2013-06-08 2013-06-10 拉萨 PM10: 0.27572670061661736
2013-06-08 2013-06-10 海口 CO: 0.010788264553952522
2013-06-08 2013-06-10 海口 SO2: -0.34333954976304476
2013-06-08 2013-06-10 海口 NO2: 0.266585244229238
2013-06-08 2013-06-10 海口 O3: -0.040906229287552096
2013-06-08 2013-06-10 海口 PM10: 0.6380874333611203
2013-06-08 2013-06-10 兰州 CO: -0.010245553924929098
2013-06-08 2013-06-10 兰州 SO2: 0.11204065225418885
2013-06-08 2013-06-10 兰州 NO2: -0.06699946373412682
2013-06-08 2013-06-10 兰州 O3: 0.10555311579383359
2013-06-08 2013-06-10 兰州 PM10: 0.8980310883142237
2013-06-08 2013-06-10 银川 CO: -0.24755957928662475
2013-06-08 2013-06-10 银川 SO2: -0.2784074843400686
2013-06-08 2013-06-10 银川 NO2: -0.4553033697574041
2013-06-08 2013-06-10 银川 O3: 0.1141295726146845
2013-06-08 2013-06-10 银川 PM10: 0.9678931212612841
2013-06-08 2013-06-10 西宁 CO: 0.13364959568072193
2013-06-08 2013-06-10 西宁 SO2: 0.08666074302593132
2013-06-08 2013-06-10 西宁 NO2: 0.014197490290723648
2013-06-08 2013-06-10 西宁 O3: -0.21881699189713635
2013-06-08 2013-06-10 西宁 PM10: 0.6718421456827538
2013-06-08 2013-06-10 乌鲁木齐 CO: 0.20044235808693822
2013-06-08 2013-06-10 乌鲁木齐 SO2: -0.026646646369274423
2013-06-08 2013-06-10 乌鲁木齐 NO2: 0.13186717891346783
2013-06-08 2013-06-10 乌鲁木齐 O3: -0.14019969542026375
2013-06-08 2013-06-10 乌鲁木齐 PM10: 0.5481964883761165
2013-06-10 2013-06-12 北京 CO: 0.07840932544278288
2013-06-10 2013-06-12 北京 SO2: 0.5453952903271149
2013-06-10 2013-06-12 北京 NO2: 0.18695917121841787
2013-06-10 2013-06-12 北京 O3: 0.4632166973622684
2013-06-10 2013-06-12 北京 PM10: 0.9194208883430104
2013-06-10 2013-06-12 广州 CO: -0.03767524639931419
2013-06-10 2013-06-12 广州 SO2: 0.011059077162456911
2013-06-10 2013-06-12 广州 NO2: 0.6549935232848425
2013-06-10 2013-06-12 广州 O3: -0.636381383843051
2013-06-10 2013-06-12 广州 PM10: 0.8816517216428998
2013-06-10 2013-06-12 上海 CO: 0.6638049611713829
2013-06-10 2013-06-12 上海 SO2: 0.8487739431584133
2013-06-10 2013-06-12 上海 NO2: 0.8463274717806277
2013-06-10 2013-06-12 上海 O3: -0.37703852899132495
2013-06-10 2013-06-12 上海 PM10: 0.988241430609007
2013-06-10 2013-06-12 天津 CO: 0.7788245289687986
2013-06-10 2013-06-12 天津 SO2: 0.7040488460374617
2013-06-10 2013-06-12 天津 NO2: 0.5386199329419847
2013-06-10 2013-06-12 天津 O3: -0.20528038839171237
2013-06-10 2013-06-12 天津 PM10: 0.8293918688175186
2013-06-10 2013-06-12 重庆 CO: 0.8258597724301353
2013-06-10 2013-06-12 重庆 SO2: 0.7603208327378003
2013-06-10 2013-06-12 重庆 NO2: 0.7109059973278258
2013-06-10 2013-06-12 重庆 O3: -0.5644621701444756
2013-06-10 2013-06-12 重庆 PM10: 0.8509748040499757
2013-06-10 2013-06-12 沈阳 CO: 0.827725007777391
2013-06-10 2013-06-12 沈阳 SO2: -0.18207935943500542
2013-06-10 2013-06-12 沈阳 NO2: 0.7895229951248542
2013-06-10 2013-06-12 沈阳 O3: -0.6327603433813497
2013-06-10 2013-06-12 沈阳 PM10: 0.5288669605647462
2013-06-10 2013-06-12 南京 CO: 0.7269114357925952
2013-06-10 2013-06-12 南京 SO2: 0.2675619443592295
2013-06-10 2013-06-12 南京 NO2: -0.007618347346160436
2013-06-10 2013-06-12 南京 O3: -0.16349566640286792
2013-06-10 2013-06-12 南京 PM10: 0.9868416793268853
2013-06-10 2013-06-12 武汉 CO: 0.18380931379704069
2013-06-10 2013-06-12 武汉 SO2: -0.0020781169769722814
2013-06-10 2013-06-12 武汉 NO2: 0.10961754240935548
2013-06-10 2013-06-12 武汉 O3: -0.6228866953114119
2013-06-10 2013-06-12 武汉 PM10: 0.9347241887808149
2013-06-10 2013-06-12 成都 CO: 0.9567855906436601
2013-06-10 2013-06-12 成都 SO2: 0.9098893899567919
2013-06-10 2013-06-12 成都 NO2: 0.8437116623945975
2013-06-10 2013-06-12 成都 O3: -0.7475919782437684
2013-06-10 2013-06-12 成都 PM10: 0.9436832570663
2013-06-10 2013-06-12 西安 CO: 0.8291056849171808
2013-06-10 2013-06-12 西安 SO2: 0.021693707537337827
2013-06-10 2013-06-12 西安 NO2: 0.6249779464588844
2013-06-10 2013-06-12 西安 O3: -0.6961321502824374
2013-06-10 2013-06-12 西安 PM10: 0.4516319467538009
2013-06-10 2013-06-12 邯郸 CO: 0.5025134944368328
2013-06-10 2013-06-12 邯郸 SO2: 0.5560876754400045
2013-06-10 2013-06-12 邯郸 NO2: 0.5777337622696707
2013-06-10 2013-06-12 邯郸 O3: -0.0702559027287187
2013-06-10 2013-06-12 邯郸 PM10: 0.6590155359762723
2013-06-10 2013-06-12 石家庄 CO: 0.6344622742088508
2013-06-10 2013-06-12 石家庄 SO2: 0.5662595086194696
2013-06-10 2013-06-12 石家庄 NO2: 0.41478309257389
2013-06-10 2013-06-12 石家庄 O3: -0.59656388734522
2013-06-10 2013-06-12 石家庄 PM10: 0.7526092617396173
2013-06-10 2013-06-12 保定 CO: 0.8225760197628069
2013-06-10 2013-06-12 保定 SO2: 0.5772710067758032
2013-06-10 2013-06-12 保定 NO2: 0.51965542152186
2013-06-10 2013-06-12 保定 O3: -0.3602138539694627
2013-06-10 2013-06-12 保定 PM10: 0.9430522784816768
2013-06-10 2013-06-12 张家口 CO: 0.5478086234285265
2013-06-10 2013-06-12 张家口 SO2: -0.0609005774976024
2013-06-10 2013-06-12 张家口 NO2: 0.6322292433922908
2013-06-10 2013-06-12 张家口 O3: -0.7813352543801062
2013-06-10 2013-06-12 张家口 PM10: 0.8296269503218668
2013-06-10 2013-06-12 承德 CO: 0.46666846008942237
2013-06-10 2013-06-12 承德 SO2: 0.10311453614606224
2013-06-10 2013-06-12 承德 NO2: 0.5104493545985453
2013-06-10 2013-06-12 承德 O3: -0.40845189611254656
2013-06-10 2013-06-12 承德 PM10: 0.47530479696927086
2013-06-10 2013-06-12 唐山 CO: 0.2773628105156699
2013-06-10 2013-06-12 唐山 SO2: 0.2998435831554037
2013-06-10 2013-06-12 唐山 NO2: 0.6518336672220907
2013-06-10 2013-06-12 唐山 O3: -0.5773790543084896
2013-06-10 2013-06-12 唐山 PM10: 0.49087416706306625
2013-06-10 2013-06-12 廊坊 CO: 0.6740102575797915
2013-06-10 2013-06-12 廊坊 SO2: 0.7618052581850546
2013-06-10 2013-06-12 廊坊 NO2: -0.26927410904764804
2013-06-10 2013-06-12 廊坊 O3: 0.3816051710994503
2013-06-10 2013-06-12 廊坊 PM10: 0.935209455509898
2013-06-10 2013-06-12 沧州 CO: 0.34570675324721833
2013-06-10 2013-06-12 沧州 SO2: 0.3248070315645001
2013-06-10 2013-06-12 沧州 NO2: 0.08863287938485226
2013-06-10 2013-06-12 沧州 O3: -0.05974809453983942
2013-06-10 2013-06-12 沧州 PM10: -0.0691842462040009
2013-06-10 2013-06-12 衡水 CO: 0.17125081786251503
2013-06-10 2013-06-12 衡水 SO2: -0.05457764045154619
2013-06-10 2013-06-12 衡水 NO2: 0.364642373365034
2013-06-10 2013-06-12 衡水 O3: -0.3161279890736798
2013-06-10 2013-06-12 衡水 PM10: 0.16953557516918452
2013-06-10 2013-06-12 邢台 CO: 0.8549724205478247
2013-06-10 2013-06-12 邢台 SO2: 0.8216482747419055
2013-06-10 2013-06-12 邢台 NO2: 0.710369274983517
2013-06-10 2013-06-12 邢台 O3: -0.4020643241389759
2013-06-10 2013-06-12 邢台 PM10: 0.7912982572543127
2013-06-10 2013-06-12 秦皇岛 CO: 0.066496730303525
2013-06-10 2013-06-12 秦皇岛 SO2: 0.22846447101442283
2013-06-10 2013-06-12 秦皇岛 NO2: 0.50370874082005
2013-06-10 2013-06-12 秦皇岛 O3: -0.6952168450098029
2013-06-10 2013-06-12 秦皇岛 PM10: 0.44195739556627983
2013-06-10 2013-06-12 太原 CO: 0.8029686131728826
2013-06-10 2013-06-12 太原 SO2: 0.7576864835404864
2013-06-10 2013-06-12 太原 NO2: 0.6442766927932405
2013-06-10 2013-06-12 太原 O3: -0.41312805372706074
2013-06-10 2013-06-12 太原 PM10: 0.9483608108666175
2013-06-10 2013-06-12 郑州 CO: 0.14977083086150975
2013-06-10 2013-06-12 郑州 SO2: 0.7378970707481738
2013-06-10 2013-06-12 郑州 NO2: 0.36203272865504205
2013-06-10 2013-06-12 郑州 O3: 0.37045016594820795
2013-06-10 2013-06-12 郑州 PM10: 0.8372112682365719
2013-06-10 2013-06-12 大连 CO: 0.5636736682568313
2013-06-10 2013-06-12 大连 SO2: -0.03188816802175179
2013-06-10 2013-06-12 大连 NO2: -0.053814574064351105
2013-06-10 2013-06-12 大连 O3: 0.25151077864102517
2013-06-10 2013-06-12 大连 PM10: 0.6863051864115834
2013-06-10 2013-06-12 长春 CO: 0.7783497302224295
2013-06-10 2013-06-12 长春 SO2: -0.15818991036854613
2013-06-10 2013-06-12 长春 NO2: 0.6451665637959854
2013-06-10 2013-06-12 长春 O3: -0.4056953674830071
2013-06-10 2013-06-12 长春 PM10: 0.4724369991354387
2013-06-10 2013-06-12 哈尔滨 CO: 0.6486521366941345
2013-06-10 2013-06-12 哈尔滨 SO2: 0.4127346790054952
2013-06-10 2013-06-12 哈尔滨 NO2: 0.8385939572860179
2013-06-10 2013-06-12 哈尔滨 O3: -0.693973854137803
2013-06-10 2013-06-12 哈尔滨 PM10: 0.8962106667740326
2013-06-10 2013-06-12 呼和浩特 CO: 0.15836694124529363
2013-06-10 2013-06-12 呼和浩特 SO2: -0.15111634334673058
2013-06-10 2013-06-12 呼和浩特 NO2: 0.08150432194617961
2013-06-10 2013-06-12 呼和浩特 O3: -0.23945537430142547
2013-06-10 2013-06-12 呼和浩特 PM10: 0.2099666544112963
2013-06-10 2013-06-12 无锡 CO: 0.6417631332008515
2013-06-10 2013-06-12 无锡 SO2: 0.47769226003929505
2013-06-10 2013-06-12 无锡 NO2: 0.5559965983356824
2013-06-10 2013-06-12 无锡 O3: -0.275775628313111
2013-06-10 2013-06-12 无锡 PM10: 0.979351724129314
2013-06-10 2013-06-12 镇江 CO: 0.5803834650825055
2013-06-10 2013-06-12 镇江 SO2: 0.016638919467045373
2013-06-10 2013-06-12 镇江 NO2: 0.5634681067281018
2013-06-10 2013-06-12 镇江 O3: -0.38023867490120644
2013-06-10 2013-06-12 镇江 PM10: 0.4961551171816608
2013-06-10 2013-06-12 苏州 CO: 0.8175902414722908
2013-06-10 2013-06-12 苏州 SO2: 0.19951581386446998
2013-06-10 2013-06-12 苏州 NO2: 0.6488928422120084
2013-06-10 2013-06-12 苏州 O3: -0.0949330132907876
2013-06-10 2013-06-12 苏州 PM10: 0.9103336938584654
2013-06-10 2013-06-12 南通 CO: 0.9484201900110261
2013-06-10 2013-06-12 南通 SO2: 0.357755331902034
2013-06-10 2013-06-12 南通 NO2: 0.8811756643560247
2013-06-10 2013-06-12 南通 O3: -0.8374638080440494
2013-06-10 2013-06-12 南通 PM10: 0.9818929758631116
2013-06-10 2013-06-12 扬州 CO: 0.5357683339030779
2013-06-10 2013-06-12 扬州 SO2: 0.5616583675480966
2013-06-10 2013-06-12 扬州 NO2: 0.35712802180724923
2013-06-10 2013-06-12 扬州 O3: -0.3817771274031233
2013-06-10 2013-06-12 扬州 PM10: 0.9690066297094219
2013-06-10 2013-06-12 盐城 CO: 0.7753927182536965
2013-06-10 2013-06-12 盐城 SO2: 0.25810808217399467
2013-06-10 2013-06-12 盐城 NO2: 0.5572585670804948
2013-06-10 2013-06-12 盐城 O3: -0.3502346049034394
2013-06-10 2013-06-12 盐城 PM10: 0.8646364880752134
2013-06-10 2013-06-12 徐州 CO: -0.178377692074342
2013-06-10 2013-06-12 徐州 SO2: 0.7134445686241293
2013-06-10 2013-06-12 徐州 NO2: -0.06102840721913484
2013-06-10 2013-06-12 徐州 O3: 0.2515205001883432
2013-06-10 2013-06-12 徐州 PM10: 0.9631728919962754
2013-06-10 2013-06-12 淮安 CO: 0.42071931875278334
2013-06-10 2013-06-12 淮安 SO2: 0.1921027079197046
2013-06-10 2013-06-12 淮安 NO2: 0.3370217712598626
2013-06-10 2013-06-12 淮安 O3: -0.4186983995005445
2013-06-10 2013-06-12 淮安 PM10: 0.29607228414071735
2013-06-10 2013-06-12 连云港 CO: 0.2287120687050968
2013-06-10 2013-06-12 连云港 SO2: 0.4670552329977214
2013-06-10 2013-06-12 连云港 NO2: 0.4338544992162511
2013-06-10 2013-06-12 连云港 O3: 0.3084711358163283
2013-06-10 2013-06-12 连云港 PM10: 0.8324196344172355
2013-06-10 2013-06-12 常州 CO: 0.7343457829389771
2013-06-10 2013-06-12 常州 SO2: 0.531709777372037
2013-06-10 2013-06-12 常州 NO2: 0.7055215412180135
2013-06-10 2013-06-12 常州 O3: -0.4429910506797318
2013-06-10 2013-06-12 常州 PM10: 0.9692754626957965
2013-06-10 2013-06-12 泰州 CO: 0.6765726929505093
2013-06-10 2013-06-12 泰州 SO2: 0.12938187160997683
2013-06-10 2013-06-12 泰州 NO2: 0.3767222950443659
2013-06-10 2013-06-12 泰州 O3: -0.15077717980146113
2013-06-10 2013-06-12 泰州 PM10: 0.7608154441269663
2013-06-10 2013-06-12 宿迁 CO: 0.5294710977997653
2013-06-10 2013-06-12 宿迁 SO2: 0.6420896817817766
2013-06-10 2013-06-12 宿迁 NO2: 0.3352124057394725
2013-06-10 2013-06-12 宿迁 O3: 0.6651976470001614
2013-06-10 2013-06-12 宿迁 PM10: 0.4394566961926603
2013-06-10 2013-06-12 济南 CO: 0.4503402151567231
2013-06-10 2013-06-12 济南 SO2: -0.02771862958628988
2013-06-10 2013-06-12 济南 NO2: 0.3483211720950902
2013-06-10 2013-06-12 济南 O3: -0.17453241537708972
2013-06-10 2013-06-12 济南 PM10: 0.6232931965571906
2013-06-10 2013-06-12 青岛 CO: 0.29486869965846
2013-06-10 2013-06-12 青岛 SO2: 0.7566520489934339
2013-06-10 2013-06-12 青岛 NO2: 0.673059011633298
2013-06-10 2013-06-12 青岛 O3: 0.18384827908382978
2013-06-10 2013-06-12 青岛 PM10: 0.7262477236596724
2013-06-10 2013-06-12 合肥 CO: 0.9362190894854389
2013-06-10 2013-06-12 合肥 SO2: 0.7088003637688653
2013-06-10 2013-06-12 合肥 NO2: 0.5352510365798896
2013-06-10 2013-06-12 合肥 O3: -0.1662995365740316
2013-06-10 2013-06-12 合肥 PM10: 0.700556429919523
2013-06-10 2013-06-12 衢州 CO: -0.02121301533189085
2013-06-10 2013-06-12 衢州 SO2: 0.32086265052767904
2013-06-10 2013-06-12 衢州 NO2: 0.2008834213743325
2013-06-10 2013-06-12 衢州 O3: -0.17497857652836463
2013-06-10 2013-06-12 衢州 PM10: -0.17791150041250622
2013-06-10 2013-06-12 杭州 CO: 0.7396198045121462
2013-06-10 2013-06-12 杭州 SO2: 0.6162074347461127
2013-06-10 2013-06-12 杭州 NO2: 0.5498370499152417
2013-06-10 2013-06-12 杭州 O3: 0.27617757787156744
2013-06-10 2013-06-12 杭州 PM10: 0.9505627422804651
2013-06-10 2013-06-12 湖州 CO: 0.757530714724769
2013-06-10 2013-06-12 湖州 SO2: 0.5809341207859969
2013-06-10 2013-06-12 湖州 NO2: 0.542514958839987
2013-06-10 2013-06-12 湖州 O3: -0.04299296681790375
2013-06-10 2013-06-12 湖州 PM10: 0.8782168230612158
2013-06-10 2013-06-12 嘉兴 CO: 0.8395771667577818
2013-06-10 2013-06-12 嘉兴 SO2: 0.5650634628667289
2013-06-10 2013-06-12 嘉兴 NO2: 0.5609701814443766
2013-06-10 2013-06-12 嘉兴 O3: -0.273745253242944
2013-06-10 2013-06-12 嘉兴 PM10: 0.9549158608461321
2013-06-10 2013-06-12 宁波 CO: 0.9526727766193757
2013-06-10 2013-06-12 宁波 SO2: 0.8154433834999777
2013-06-10 2013-06-12 宁波 NO2: 0.7984514692170642
2013-06-10 2013-06-12 宁波 O3: 0.08257601416184067
2013-06-10 2013-06-12 宁波 PM10: 0.9925119918884914
2013-06-10 2013-06-12 绍兴 CO: 0.6531843518083069
2013-06-10 2013-06-12 绍兴 SO2: 0.3225786833154762
2013-06-10 2013-06-12 绍兴 NO2: 0.6531736809617934
